ISBSG Project ID;Data Quality Rating;UFP rating;Year of Project;Industry Sector;Organisation Type;Application Group;Application Type;Development Type;Development Platform;Language Type;Primary Programming Language;Count Approach;Functional Size;Relative Size;Adjusted Function Points;Value Adjustment Factor;Normalised Work Effort Level 1;Normalised Work Effort;Summary Work Effort;Normalised Level 1 PDR (ufp);Normalised PDR (ufp);Pre 2002 PDR (afp);Defect Density;Speed of Delivery;Manpower Delivery Rate;Project Elapsed Time;Project Inactive Time;Implementation Date;Project Activity Scope;Effort Plan;Effort Specify;Effort Design;Effort Build;Effort Test;Effort Implement;Effort Unrecorded;Minor Defects;Major Defects;Extreme Defects;Total Defects Delivered;Business Area Type;Software Process CMM;Software Process CMMI;Software Process SPICE;Software Process ISO;Software Process TICKIT;Software Process Other;Package Customisation;Degree of Customisation;Architecture;Client Server?;Client Roles;Server Roles;Type of Server;Client/Server Description;Web Development;Development Methodologies;Development Techniques;JAD Method Used;Prototyping Used;Planning Documents;Specification Documents;Specification Techniques;Design Documents;Design Techniques;Build Products;Build Activity;Test Documents;Test Activity;Implement Documents;Implement Activity;Functional Sizing Technique;FP Standard;FP Standards All;Reference Table Approach;1st Hardware;1st Language;1st Operating System;Integrated Development Environment;1st Debugging Tool;1st Data Base System;1st Component Server;1st Web Server;1st Message Server;1st Other Platform;2nd Hardware;2nd Language;2nd Operating System;2nd Data Base System;2nd Component Server;2nd Web Server;2nd Message Server;2nd Other Platform;CASE Tool Used;Used Methodology;How Methodology Acquired;User Base - Business Units;User Base - Locations;User Base - Distinct Users;User Base - Concurrent Users;Intended Market;Target Platform;Device Embedded;Recording Method;Resource Level;Team Size Group;Max Team Size;Average Team Size;Ratio of Project Work Effort to Non-Project Activity;Percentage of Uncollected Work Effort;Input count;Output count;Enquiry count;File count;Interface count;Added count;Changed count;Deleted count;COSMIC Entry;COSMIC Exit;COSMIC Read;COSMIC Write;Lines of Code;Lines of Code not Statements;Other Size Units
19716;A;A;2000;Communication;"Communications;";Real-Time Application;"Telecom & network management;";Enhancement;PC;4GL;Visual Basic;IFPUG 4+;70;3. S;73;1,04;764;920;764;10,9;13,1;10,5;;23,3;7,8;3;;jun-00;"Specification;Build;Test;";;;;;;;764;;;;;"Telecommunications;";;;;;;;;;Stand alone;No;;;;;;"Rapid Application Development (RAD);";;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Counted each table as a logical file;";"PC 486;";"Visual Basic;";"Windows;";;;"ACCESS;";;;;;;;;;;;;;;Yes;"Developed In-house;";1000;100;;100;"Outsourced for internal business unit;";;;Staff hours (recorded);1;03-abr;3;3;100%;;0;65;0;0;5;19;44;7;;;;;;;
19723;B;A;1999;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";New Development;Multi;3GL;Visual Basic;IFPUG 4+;296;4. M1;296;;9068;9068;8433;30,6;30,6;28,5;;74;;4;0;30-jun-99;"Planning;Specification;Build;Test;";;;;;;;8433;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"VB;";"Windows 95;";;;No;;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;under 5%;26;32;119;37;82;296;;;;;;;;;
19727;B;A;2000;Professional Services;"Business Services;";Business Application;"Management Information System;";New Development;MF;3GL;COBOL;IFPUG 4+;755;5. M2;755;1;7350;7350;7350;9,7;9,7;9,7;;31,5;5,2;24;;ene-00;"Planning;Specification;Build;Test;Implement;";;;;;;;7350;;;;;"Financial;";;;;;;;No;;Stand alone;;;;;;;;"Data Modelling;";;;;;;;;;;;;;;"Wholly manual;";IFPUG 4.1;"IFPUG 4.1;";;"MF;";"COBOL;";;;;"DB2;";;;;;;;;;;;;;No;No;;1;1;;100;;;;'Productive' time only (recorded);1;05-ago;6;;;;;;;;;;;;;;;;;;
19730;B;B;2004;Government;"Government;";Business Application;"Financial transaction process/accounting;";New Development;PC;4GL;ASP;IFPUG 4+;795;5. M2;795;;2187;2187;2187;2,8;2,8;2,8;0;88,3;14,7;9;;01-oct-04;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;2187;0;0;0;0;;;;;;;;;;Stand alone;No;;"Database server;HTML/web server;Multi-user legacy application;Object/component server;";;;;;;;;"Project Schedule;";"Requirements Specification;Functional Specification;System Analysis Report;User Manual;User Interface Prototype;Logical Data/ER Model;";"Specification Review;";"User Interface Prototype;Database/Data File Design;Software Interface Designs;";"Design Review/Inspection;Useability Review/Testing;";"Source Code/Objects;Database Objects;";"Unit Testing;Code Review/Inspection;Software Integration;System Integration;";"Test Plans/Designs;Test Data;Incident/Defect Lists;";"Create & Run Automated Testing;Performance, Stress or Load Testing;";"Installation Procedures;Release Description/Notes;End user Manual or Help;Operation/Admin. Manual;";"Prepare for Delivery/Installation;";"Manual supported by a tool;";IFPUG 4.2;"IFPUG 4.2;";;;"ASP/Script;";"Windows;";;"Interdev;";"SQL Server;";"Dll;";Yes;No;;;;"Z/OS;";;;;;;No;Yes;"Combined Developed/Purchased;";;1;;;"Customer, users, team in different orgs;";;;Recorded hours on each project/day/week;1;05-ago;6;;;;318;134;136;173;34;795;;;;;;;;;
19741;D;A;2008;Electronics & Computers;"Computers & Software;";;;Enhancement;MF;3GL;PL/I;IFPUG 4+;190;4. M1;154;0,81;2932;2932;2932;15,4;15,4;19;21,1;13,6;1,7;14;1,7;18-dic-08;;120;248;224;1744;379;216;1;4;;;4;;;;;;;;;;Stand alone;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;"Integration Testing;";;;;IFPUG 4.2;"IFPUG 4.2;";;"IBM Mainframe;";"PL/1;";"z/OS;";;;Yes;;;;;;;;;;;;;;;;;;1;;;;;Staff hours (recorded);1;05-ago;8;;;;;;;;;;;;;;;;;;
19742;A;B;1996;Communication;"Communications;";Business Application;"Management Information System;";Enhancement;MF;3GL;COBOL;IFPUG 4+;562;5. M2;562;;;1015;873;;1,8;1,6;;93,7;;6;;feb-96;"Planning;Build;Test;Implement;";;;;;;;;;;;;;;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Combined all tables into a single file;";"IBM Compatible Mainframe;";"COBOL;";"MVS;";;Don't Know;"DB2;";;;;;;;;;;;;;Don't Know;Don't Know;;;;;;"In-house for internal business unit;";;;Staff hours (derived);2;;;;;;;;;;;;;;;;;;;;
19743;A;;2008;Utilities;"Electricity, Gas, Water;";Business Application;"Online analysis and reporting;";New Development;PC;4GL;ASP.Net;COSMIC;75;3. S;75;;657;657;657;8,8;8,8;8,8;;15;5;5;0;18-mar-08;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;657;;;;;;;;;;;;;;Client server;Yes;"Data retrieval & presentation;Web/HTML browser;";"Database server;HTML/web server;Security/authentication;";;;Web;;"Prototyping;";;Yes;"Project Schedule;";"Functional Specification;User Interface Prototype;";;"Graphical Look & Feel;Module/Unit/Class Designs;";"Unified Modelling Language (UML);";;;;;"Installation Procedures;End user Manual or Help;";"Provide User Support;Data Establishment;";"Wholly manual;";COSMIC 3;"COSMIC 3;";;;"ASP.NET;C#;";"Windows Server 2K3;";No;No;"SQL Server;";No;"IIS;";No;;;;;;;;;;No;No;;;1;7;3;"Customer & users 1 org, team in another;";;;Recorded hours on each project/day/week;1;03-abr;3;1,3;97%;;;;;;;75;;;30;23;18;4;4.200;;
19744;B;B;2005;Communication;"Communications;";Mathematically-Intensive Application;"relatively complex application;";Enhancement;MF;3GL;;IFPUG 4+;84;3. S;84;;1353;1353;1353;16,1;16,1;16,1;;;;;;first Quarter 2005;;;;;;;;1353;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG 4.2;"IFPUG 4.2;";;"Mainframe;";"3GL;";;;;"Interactive;";;;;;;;;;;;;;;Yes;;;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19748;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;Java;IFPUG 4+;;2. XS;27;;38;38;38;;;1,4;;;;0,6;;2006;;;;;;;;38;;;;0;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19749;D;A;2009;Electronics & Computers;"Computers & Software;";;;New Development;MR;4GL;ABAP;IFPUG 4+;108;4. M1;132;1,22;754;754;686;7;7;5,2;0;18;3,6;6;;22-ene-09;;;145;182;220;65;74;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;"Unit Testing;";;"Integration Testing;";;;;IFPUG 4.2;"IFPUG 4.2;";;"HP;";"ABAP;";"Solaris;";;;Yes;;;;;;;;;;;;;;;;;;4;;;;;Staff hours (recorded);1;05-ago;5;;;;;;;;;;;;;;;;;;
19752;B;A;1999;;;;;Enhancement;;;;IFPUG 4+;777;5. M2;777;1;3024;3024;3024;3,9;3,9;3,9;;111;22,2;7;0;feb-99;"Planning;Build;Test;";872;;;794;43;;1315;;;;;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;;;;;;;;;;;;;;;;;;Don't Know;Don't Know;;;;;;;;;Staff hours (recorded);1;05-ago;5;;;;;;;;;;;;;;;;;;
19755;B;A;2002;;"Local;";;"Local;";Enhancement;MF;3GL;C;IFPUG 4+;51;3. S;66;1,29;559;559;559;11;11;8,5;;;;;;sep-02;;;;;;;;559;;;;;;;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"UNIX + VMS;";"C;COBOL II;Java;SQL;VMS basic;Shell Script;";"UNIX;VMS;";;;"SYBASE;";;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19756;B;B;1999;Service Industry;"Restaurant;";Business Application;"POS;";New Development;PC;4GL;DELPHI;IFPUG 4+;840;5. M2;840;;2418;2418;2418;2,9;2,9;2,9;;54,9;54,9;15,3;;31-dic-99;;;;;;;;2418;;;;;;;;;;;;;;;;;;;;;"Rapid Application Development (RAD);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"DELPHI;";;;;;;;;;;;;;;;;;;;;;;;;;;;Timesheets;1;1;1;;;;;;;;;840;;;;;;;;;
19757;A;B;2004;Government;"Government;";Business Application;"Catalogue/register of things or events;Document management;Online analysis and reporting;";New Development;Multi;3GL;Java;IFPUG 4+;127;4. M1;127;;1536;1536;1536;12,1;12,1;12,1;;21,2;4,2;6;0;30-abr-04;"Planning;Specification;Design;Build;Test;Implement;";;;;;;;1536;;;;;;;;;ISO 9002;;;;;Client server;Yes;"Data entry & validation;Device/equipment interface;Web/HTML browser;";"Database server;FTP server;HTML/web server;Mail server;Security/authentication;";;;Web;;;;;"Budget;Project Schedule;Risk Analysis;Software Development Plan;";"Requirements Specification;Functional Specification;System Analysis Report;Logical Data/ER Model;Use Case Model;External/System Interface Specifications;";;"Technical Specification;Detailed Design Documents;";;"Source Code/Objects;Database Objects;Unit Test Plans/Designs;Integration Scripts/Checklist;";"Unit Testing;Software Integration;System Integration;";"Test Plans/Designs;Test Data;";;"End user Manual or Help;Operation/Admin. Manual;";;"Manual supported by a tool;";IFPUG 4.1;"IFPUG 4.1;";"Combined all tables into a single file;";;"Java;";"HP-UX;";Yes;No;"Oracle;";;Yes;;;;;;;;;;;No;Yes;"Developed In-house;";600;1;;50;"Customer, users & team in same org;";;;Recorded hours on each project/day/week;1;05-ago;5;;70%;;3;47;13;7;57;127;;;;;;;;;
19764;B;;2004;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";New Development;MF;3GL;COBOL;COSMIC;98;3. S;98;;3195;3195;2907;32,6;32,6;29,7;;;;;;01-dic-04;;;0;637;593;588;1089;0;;;;;;;CMMI Level-1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";COSMIC 3.0;"COSMIC 3.0;";;;"COBOL;";"IBM/zOS;";;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19765;B;C;2000;Government;"Public Administration;";;;New Development;PC;3GL;Visual Basic;FiSMA;;5. M2;470;;2000;2000;2000;;;4,3;;;;8;1;10-nov-00;"Planning;Specification;Design;Build;Test;Implement;";170;340;620;415;315;140;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"PC-Network;";"Visual Basic;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19766;A;A;1994;Manufacturing;"Manufacturing;Transport & Storage;";Business Application;"Management Information System;";New Development;MF;ApG;TELON;Mark II;672;5. M2;605;0,9;4569;4569;4569;6,8;6,8;7,6;10,4;37,3;3,4;18;;ago-94;;113;488;;2685;1005;278;0;4;2;1;7;"Manufacturing;";;;;;;;Yes;Buy off the shelf - a turnkey system;Multi-tier;No;;;;;;"Joint Application Development (JAD);Rapid Application Development (RAD);";"Data Modelling;Process Modelling;";Yes;;;;;;;;;;;;;"Wholly manual;";Symons Mark II;"Symons Mark II;";"Combined all tables into a single file;";"IBM 3090;486 VANILLA PC;";"TELON/COBOL;Visual Basic;";"MVS;Windows;";;;"IMS/DB2;OMNIS 7;";;;;;;;;;;;;;Yes;Yes;"Combined Developed/Purchased;";>5;>5;;>5;"In-house for internal business unit;";;;Staff hours (derived);1;sep-14;11;;80%;5% - 10% of recorded effort;57,42;48,36;;566,06;;671,84;;;;;;;;;
19768;A;A;2000;Communication;"Communications;";Real-Time Application;"Telecom & network management;";Enhancement;PC;3GL;Pro*C;IFPUG 4+;137;4. M1;151;1,1;2194;2643;2194;16;19,3;14,5;;45,7;;3;;oct-00;"Specification;Build;Test;";;;;;;;2194;;;;;"Telecommunications;";;;;;;;;;Stand alone;;;;;;;;"Data Modelling;Event Modelling;Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Counted each table as a logical file;";"PC 486;";"Pro*C;";"Windows;";;;"Oracle;";;;;;;;;;;;;;;Yes;"Developed In-house;";10;50;;150;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;100%;;22;0;68;47;0;32;105;0;;;;;;;
19770;D;A;2009;Electronics & Computers;"Computers & Software;";;;New Development;MR;3GL;Java;IFPUG 4+;286;4. M1;255;0,89;5353;5353;5353;18,7;18,7;21;;35,8;5,1;8;;30-sep-09;;512;0;0;4017;498;166;160;;;;;;;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;"Unit Testing;";;;;;;IFPUG 4.2;"IFPUG 4.2;";;"IBM AS/400;";"Java;";"OS/400;";;;"DB2;";;;;;;;;;;;;;;;;;;5;;;;;Staff hours (recorded);1;05-ago;7;;;;;;;;;;;;;;;;;;
19774;B;;2005;;;;"Web-based Application;";New Development;;;;LOC;;;;;;29610;29610;;;;;;;17,5;;15-mar-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;Web;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Recorded hours on each project/day/week;4;;;;;;;;;;;;;;;;;;716.164;;
19776;B;A;2004;Manufacturing;"Manufacturing;";;;New Development;MF;4GL;Datastage;IFPUG 4+;486;5. M2;413;0,85;7643;7643;7643;15,7;15,7;18,5;0;34,7;3,2;14;3;18-ene-04;"Full Life Cycle;";104;296;1494;1861;1340;946;1602;0;0;0;0;;;;;;;;;;Multi-tier;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"IBM Mainframe & Compatibles;SUN;";"Datastage Basic 100%;";"OS/390;UNIX or equivalent;MS Windows NT;";;;"DB2;";;;;"TCP/IP;";;;;;;;;;;Yes;;;;;3;;;;Staff hours (recorded);1;sep-14;11;;;;;;;;;486;;;;;;;;;
19787;B;A;2002;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";Enhancement;Multi;4GL;Visual Basic;IFPUG 4+;251;4. M1;251;;1716;1716;1716;6,8;6,8;6,8;;86,6;;2,9;0;28-jun-02;"Planning;Specification;Build;Test;Implement;";;;;;;;1716;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"VB;";"Windows NT;";;;"SQL Server;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;Unable to estimate;8;81;0;77;85;0;251;0;;;;;;;
19790;B;A;2002;Construction;"Construction;";;;Enhancement;Multi;4GL;Visual Basic;IFPUG 4+;91;3. S;91;;375;375;375;4,1;4,1;4,1;;53,5;;1,7;0;28-feb-02;"Planning;Specification;Build;Test;";;;;;;;375;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"VB;";"Windows NT/98;";;;"SQL Server 7.0;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;Unable to estimate;18;24;21;28;0;0;91;0;;;;;;;
19792;B;B;2010;Manufacturing;"Manufacturing;";Business Application;"Process documentation;";Enhancement;;3GL;Java;IFPUG 4+;390;5. M2;390;;;5032;4629;;12,9;11,9;25,6;43,3;;9;;01-ene-10;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;10;"Manufacturing;";;;;;;;No;;Client server;Yes;;;"Client server;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"Java;JEE;";;;;"Oracle;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";;;;;"Purchased;Medium relationship;";;;Staff hours (recorded);3;;;;;;;;;;;;;;;;;;;;
19798;B;A;2000;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";Enhancement;MR;3GL;Java;IFPUG 4+;46;3. S;46;;410;410;381;8,9;8,9;8,3;;11,5;;4;0;31-jul-00;"Planning;Specification;Build;Test;";;;;;;;381;;;;;"Don't Know;";;;;;;;No;;;;;;;"Web;";Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MR;";"Java;";"UNIX;";;;"DB2 UDB;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;Unable to estimate;9;12;18;7;0;0;46;0;;;;;;;
19802;B;B;2005;Electronics & Computers;"Information Technology;";;"Web-based Application;";New Development;PC;3GL;Java;IFPUG 4+;200;4. M1;200;;3717;4436;3358;18,6;22,2;16,8;;27,4;4,6;7,3;;30-jun-05;;;;338;1751;544;6;;;;;;;;;;;;;;;;;;;;;Web;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java;XML;";"Windows 95-2k;";;;"SQL Server;";;;;;;;;;;;;;;;;;;;;;;;Recorded hours on each project/day/week;4;05-ago;6;;;;;;;;;;;;;;;;;;
19811;B;C;2006;;;Business Application;"Financial transaction process/accounting;";New Development;Multi;3GL;Java;IFPUG 4+;;4. M1;283;;2321;2321;2321;;;8,2;;;;5,9;;2006;;;;;;;;2321;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19815;B;A;1995;Utilities;"Electricity, Gas, Water;";Business Application;"Corporate Taxation;";Re-development;MF;3GL;PL/I;IFPUG 4+;125;4. M1;100;0,8;330;330;330;2,6;2,6;3,3;8;11,4;5,7;11;9;oct-95;;;;;;;;330;0;1;0;1;"Accounting;";;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Counted each table as a logical file;";"IBM;";"PL/I;DIALOG MANAGER;";"MVS;";;;"DB2;";;;;;;;;;;;;;;Yes;"Developed In-house;";1;1;;1;"In-house for internal business unit;";;;Staff hours (recorded);1;2;2;2;90%;5% - 10% of recorded effort;45;19;0;49;12;125;;;;;;;;;
19818;B;A;2001;Manufacturing;"Manufacturing;";;;Enhancement;MF;3GL;PL/I;IFPUG 4+;201;4. M1;131;0,65;3926;3926;3926;19,5;19,5;30;0;25,1;1,8;8;0;jul-01;"Planning;Specification;Build;Test;Implement;";110;887;;1613;;753;563;0;0;0;0;;Software-CMM Level 2;;;;;;;;Stand alone;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"IBM Mainframe - All Types & IBM MF Compatibles;";"PL/I;JCL 20%;Visual Basic 15%;EZTRIEVE / EZTRIEVE PLUS 15%;";"MVS;";;"ABEND-AID;";"IMS;";;;;"Screen Control: IMS DC, ROSCOE, TSO, MS Windows - All;";;;;;;;;;;Yes;;;;;500;;;;Staff hours (recorded);1;sep-14;14;;;;;;;;;;;;;;;;;;
19820;B;B;2004;Government;"Public Administration;";;;New Development;Multi;3GL;C++;FiSMA;;2. XS;18;;495;495;450;;;25;;;;4,8;2,8;02-abr-04;"Design;Implement;";;0;360;0;0;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Multi Platform;";"C++;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19824;B;A;2001;Manufacturing;"Manufacturing;";Business Application;"Financial transaction process/accounting;";New Development;Multi;4GL;Visual Basic;IFPUG 4+;1387;6. L;1387;;1225;1225;1225;0,9;0,9;0,9;;513,7;;2,7;0;14-oct-01;"Planning;Specification;Build;Test;";;;;;;;1225;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"PC;";"VB6.0;";"Windows NT;";;;"Oracle 8.0.5;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;under 5%;39;52;138;181;977;1387;;;;;;;;;
19827;B;;2005;Banking;"Banking;";;;New Development;MF;3GL;C;LOC;;;;;1926;2166;2166;;;;;;;2;;28-mar-05;;0;0;360;1044;468;54;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"C;Visual Basic;";"UNIX;";;;"Oracle;";;;;"% of 1st language 85% - % of 2nd language 15%;";;;;;;;;;;;;;;;;;;;Recorded hours on each project/day/week;4;05-ago;8;;;;;;;;;;;;;;;;8.100;;
19829;B;A;2002;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;";Enhancement;;;;IFPUG 4+;380;5. M2;353;0,93;2676;2676;2676;7;7;7,6;;;;;;;;;;;;;;2676;;;;;;;;;;;;;;;;;;;;Web;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"Web;";;"Web;";;;"Interactive;";;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
19831;A;A;2000;Communication;"Communications;";Business Application;"Management Information System;";Enhancement;;4GL;SAS;IFPUG 4+;443;5. M2;465;1,05;2427;2427;2014;5,5;5,5;4,3;;110,8;;4;;oct-00;"Specification;Build;Test;";;880;;924;210;;0;;;;;"Telecommunications;";;;;;;;;;Client server;Yes;;;"Mainframe;";;;"Joint Application Development (JAD);";;Yes;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Counted each table as a logical file;";;"SAS;BMC Loads;REXX;REXX;";"OS390;";;;"DB2;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;300;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;100%;;48;162;0;196;37;443;0;0;;;;;;;
19839;D;A;2000;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";New Development;MF;3GL;PL/I;IFPUG 4+;1617;6. L;1617;;6050;6050;6050;3,7;3,7;3,7;;539;;3;0;30-sep-00;"Planning;Specification;Build;Test;";;;;;;;6050;;;;;"Don't Know;";;;;;;;No;;;Don't Know;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MF;";"PL/I;";"IMS;";;;"IMS/DB;";;;;;;;;;;;;;Yes;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;under 5%;708;909;0;0;0;1617;;;;;;;;;
19842;B;B;2009;Manufacturing;"Manufacturing;";Business Application;"Support for parts documentation;";New Development;MF;3GL;Java;IFPUG 4+;665;5. M2;665;;;5210;5210;;7,8;7,8;3;55,9;;11,9;;20-oct-09;"Specification;Design;Build;Test;Implement;";;;;;;;;;;;2;"Outbound Logistics;";;;;;;;Yes;16%;Stand alone;No;;;"Multi-tier with web public interface;";;;;;;;"Budget;Project Schedule;Proposal/Tender;";"Functional Specification;Requirements Specification;Use Case Model;External/System Interface Specifications;";;;;"Source Code/Objects;Database Objects;";"Unit Testing;Software Integration;";"Test Plans/Designs;Incident/Defect Lists;Test Data;";;;;"Wholly manual;";Addendum to existing standards;"IFPUG 4.1;Addendum to existing standards;";;;"Java;JEE;";"UNIX;";;;"Oracle;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Customer, users & team in same org;Purchased;";;;Staff hours (recorded);3;;;;;;;;;;;;;;;;;;;;
19844;B;B;2011;Utilities;"Utilities;";;;Enhancement;Multi;4GL;.Net;NESMA;157;4. M1;157;;1292;1292;995;8,2;8,2;6,3;;47,6;;3,3;;;"Design;Build;Test;";;;;;;;995;;;;;;;;;;;;;;Client server;Yes;;;;;;;;;;;;;;;;;;;;;;NESMA;"NESMA;";;;"MS.NET;";;;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
